"","X.x","clone.x","median","pvaltest","logi_test","referencia","PC","PCdir","comparison","Name","X.y","Merged","Nickname","Strain","Treatment","Condition","Strategy","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","clone.y"
"405",49,"S607-1",0.212567337914689,0.0167523446806738,"greater",15,"Dim.2","less","Partially Restored","S607-1","S607-1-43-2","607Slow43","Strong.43.3",607,"Slow","43","Generalist",1.53589820166871,-0.126316102407213,0.199073905111968,0.0615160087198684,0.00509123249803019,"S607-1"
"406",50,"S607-2",0.417044691010435,0.00169987184277853,"greater",15,"Dim.2","less","Partially Restored","S607-2","S607-2-15","607Slow15","Margaery.15.1",607,"Slow","15","Specialist",-1.12355309791996,0.362865264429742,0.381680747242293,0.132291872069751,-0.497736282792369,"S607-2"
"407",50,"S607-2",0.417044691010435,0.00169987184277853,"greater",15,"Dim.2","less","Partially Restored","S607-2","S607-2-15-1","607Slow15","Margaery.15.2",607,"Slow","15","Specialist",-0.258333482305401,0.577567912944342,0.144405359776356,0.434506771881705,-0.333781222750852,"S607-2"
"408",50,"S607-2",0.417044691010435,0.00169987184277853,"greater",15,"Dim.2","less","Partially Restored","S607-2","S607-2-15-2","607Slow15","Margaery.15.3",607,"Slow","15","Specialist",-0.544688132851123,0.417044691010435,0.243961393208472,0.329999010340232,-0.368537607685931,"S607-2"
"409",50,"S607-2",0.417044691010435,0.00169987184277853,"greater",15,"Dim.2","less","Partially Restored","S607-2","S607-2-37","607Slow37","Margaery.37.1",607,"Slow","37","Specialist",0.319937203181984,0.920935437251212,0.193116180159377,-0.121060736182747,0.367804492687426,"S607-2"
"410",50,"S607-2",0.417044691010435,0.00169987184277853,"greater",15,"Dim.2","less","Partially Restored","S607-2","S607-2-37-1","607Slow37","Margaery.37.2",607,"Slow","37","Specialist",0.87022792551003,0.930044430706345,0.674069320337215,0.44289844485146,0.509364744684016,"S607-2"
"411",50,"S607-2",0.417044691010435,0.00169987184277853,"greater",15,"Dim.2","less","Partially Restored","S607-2","S607-2-37-2","607Slow37","Margaery.37.3",607,"Slow","37","Specialist",0.525967755607195,0.602237086153965,-0.11311709879159,0.0396469007277121,0.40887409527724,"S607-2"
"412",50,"S607-2",0.417044691010435,0.00169987184277853,"greater",15,"Dim.2","less","Partially Restored","S607-2","S607-2-43","607Slow43","Margaery.43.1",607,"Slow","43","Specialist",1.53172345883057,-0.78564057098602,-0.45652739375718,0.0582200514034233,0.473826550791956,"S607-2"
"413",50,"S607-2",0.417044691010435,0.00169987184277853,"greater",15,"Dim.2","less","Partially Restored","S607-2","S607-2-43-1","607Slow43","Margaery.43.2",607,"Slow","43","Specialist",0.444557301138075,-0.203283292490985,0.431732752692164,-0.770711814769061,0.276098483832806,"S607-2"
"414",50,"S607-2",0.417044691010435,0.00169987184277853,"greater",15,"Dim.2","less","Partially Restored","S607-2","S607-2-43-2","607Slow43","Margaery.43.3",607,"Slow","43","Specialist",1.22878879972992,-0.676339150378921,-0.783222114400546,-0.305421724910519,0.121089218177048,"S607-2"
"415",51,"S607-3",-0.312248601783885,0.76319841255431,"equal",15,"Dim.2","less","Unrestored","S607-3","S607-3-15","607Slow15","Ilyrio.15.1",607,"Slow","15","Generalist",-1.53136391839158,0.0130806469027997,0.743349122111819,-0.144555362398968,0.161691265309838,"S607-3"
"416",51,"S607-3",-0.312248601783885,0.76319841255431,"equal",15,"Dim.2","less","Unrestored","S607-3","S607-3-15-1","607Slow15","Ilyrio.15.2",607,"Slow","15","Generalist",-1.54716316446217,-0.312248601783885,0.502492943109239,-0.0870918023575666,0.153780164778875,"S607-3"
"417",51,"S607-3",-0.312248601783885,0.76319841255431,"equal",15,"Dim.2","less","Unrestored","S607-3","S607-3-15-2","607Slow15","Ilyrio.15.3",607,"Slow","15","Generalist",-1.60658501668081,-0.3238435795308,0.538420396296234,-0.15150144938441,0.168544450565273,"S607-3"
"418",51,"S607-3",-0.312248601783885,0.76319841255431,"equal",15,"Dim.2","less","Unrestored","S607-3","S607-3-37","607Slow37","Ilyrio.37.1",607,"Slow","37","Generalist",0.233773599565288,0.320914401848845,-0.773962572117058,0.181485122545444,-0.161162788246054,"S607-3"
"419",51,"S607-3",-0.312248601783885,0.76319841255431,"equal",15,"Dim.2","less","Unrestored","S607-3","S607-3-37-1","607Slow37","Ilyrio.37.2",607,"Slow","37","Generalist",0.130171921019052,0.449445996449358,-0.337132151206815,-0.158416997150848,-0.169582679516744,"S607-3"
"420",51,"S607-3",-0.312248601783885,0.76319841255431,"equal",15,"Dim.2","less","Unrestored","S607-3","S607-3-37-2","607Slow37","Ilyrio.37.3",607,"Slow","37","Generalist",0.0995723554586428,0.831296886297008,0.387726512426331,-0.0147002523390052,-0.2861166408862,"S607-3"
"421",51,"S607-3",-0.312248601783885,0.76319841255431,"equal",15,"Dim.2","less","Unrestored","S607-3","S607-3-43","607Slow43","Ilyrio.43.1",607,"Slow","43","Generalist",1.33357770025458,-0.35970535033612,0.618916366224915,-0.056362140733696,-0.125957041053574,"S607-3"
"422",51,"S607-3",-0.312248601783885,0.76319841255431,"equal",15,"Dim.2","less","Unrestored","S607-3","S607-3-43-1","607Slow43","Ilyrio.43.2",607,"Slow","43","Generalist",0.894539689286802,0.24505175815975,1.03094884543448,-0.230261521058878,-0.0290754303251199,"S607-3"
"423",51,"S607-3",-0.312248601783885,0.76319841255431,"equal",15,"Dim.2","less","Unrestored","S607-3","S607-3-43-2","607Slow43","Ilyrio.43.3",607,"Slow","43","Generalist",1.00911051032158,-0.0318594761247841,0.69219041058344,-0.229920792381446,-0.0701149776905192,"S607-3"
"424",52,"S607-4",-0.158448770311083,0.264912485672715,"equal",15,"Dim.2","less","Unrestored","S607-4","S607-4-15","607Slow15","Dunk.15.1",607,"Slow","15","Generalist",-1.22335757399827,-0.323300312626656,-0.386107834599653,0.136794077526646,-0.60492673123955,"S607-4"
"425",52,"S607-4",-0.158448770311083,0.264912485672715,"equal",15,"Dim.2","less","Unrestored","S607-4","S607-4-15-1","607Slow15","Dunk.15.2",607,"Slow","15","Generalist",-1.27937839721918,-0.103542405409126,-0.104793624988403,0.0687819611210648,-0.648521849715768,"S607-4"
"426",52,"S607-4",-0.158448770311083,0.264912485672715,"equal",15,"Dim.2","less","Unrestored","S607-4","S607-4-15-2","607Slow15","Dunk.15.3",607,"Slow","15","Generalist",-1.25453317964833,-0.158448770311083,-0.120351761207668,0.329887484883062,-0.709511228831956,"S607-4"
"427",52,"S607-4",-0.158448770311083,0.264912485672715,"equal",15,"Dim.2","less","Unrestored","S607-4","S607-4-37","607Slow37","Dunk.37.1",607,"Slow","37","Generalist",0.0499410152653455,1.32086088325748,0.327701716565522,-0.242866238174644,0.236534296898175,"S607-4"
"428",52,"S607-4",-0.158448770311083,0.264912485672715,"equal",15,"Dim.2","less","Unrestored","S607-4","S607-4-37-1","607Slow37","Dunk.37.2",607,"Slow","37","Generalist",-0.000263832360663072,1.18235426968196,0.133226765783072,-0.151782234837216,0.270140914463883,"S607-4"
"429",52,"S607-4",-0.158448770311083,0.264912485672715,"equal",15,"Dim.2","less","Unrestored","S607-4","S607-4-37-2","607Slow37","Dunk.37.3",607,"Slow","37","Generalist",0.00638057682825438,1.23960720376024,0.236418696733234,-0.0901966274293225,0.230102061279254,"S607-4"
"430",52,"S607-4",-0.158448770311083,0.264912485672715,"equal",15,"Dim.2","less","Unrestored","S607-4","S607-4-43","607Slow43","Dunk.43.1",607,"Slow","43","Generalist",0.948427107721334,-0.0864920506203261,0.855909590408994,0.00523864580190783,-0.0015718882922868,"S607-4"
"431",52,"S607-4",-0.158448770311083,0.264912485672715,"equal",15,"Dim.2","less","Unrestored","S607-4","S607-4-43-1","607Slow43","Dunk.43.2",607,"Slow","43","Generalist",0.756937536490785,0.262477066698224,1.04295005845079,-0.0828399156084154,0.192400371280959,"S607-4"
"432",52,"S607-4",-0.158448770311083,0.264912485672715,"equal",15,"Dim.2","less","Unrestored","S607-4","S607-4-43-2","607Slow43","Dunk.43.3",607,"Slow","43","Generalist",1.14657674871535,-0.0221544445339962,0.652559440371324,-0.157669979649919,0.00214699853319006,"S607-4"
"433",55,"F606-1",0.253915013010838,0.10520114040405,"equal",15,"Dim.3","greater","Unrestored","F606-1","F606-1-15","606Fast15","Rhaegal.15.1",606,"Fast","15","Specialist",-1.97478961753702,-0.942062936921753,-0.0292686436101526,-0.245285904067919,0.125540868650099,"F606-1"
"434",55,"F606-1",0.253915013010838,0.10520114040405,"equal",15,"Dim.3","greater","Unrestored","F606-1","F606-1-15-1","606Fast15","Rhaegal.15.2",606,"Fast","15","Specialist",-1.96807455146562,-0.489609739704594,0.35805775618171,-0.319973138634103,0.188579174994381,"F606-1"
"435",55,"F606-1",0.253915013010838,0.10520114040405,"equal",15,"Dim.3","greater","Unrestored","F606-1","F606-1-15-2","606Fast15","Rhaegal.15.3",606,"Fast","15","Specialist",-1.88866597864669,-0.702492778623251,0.253915013010838,-0.215933689483762,0.258714506213193,"F606-1"
"436",55,"F606-1",0.253915013010838,0.10520114040405,"equal",15,"Dim.3","greater","Unrestored","F606-1","F606-1-37","606Fast37","Rhaegal.37.1",606,"Fast","37","Specialist",-0.00231298390138144,0.664613834083183,-0.459953052994214,-0.114163512420526,-0.0187516745665321,"F606-1"
"437",55,"F606-1",0.253915013010838,0.10520114040405,"equal",15,"Dim.3","greater","Unrestored","F606-1","F606-1-37-1","606Fast37","Rhaegal.37.2",606,"Fast","37","Specialist",-0.158792960816031,0.322539221778722,-0.837839531082269,-0.199460577712944,-0.0704757571140977,"F606-1"
"438",55,"F606-1",0.253915013010838,0.10520114040405,"equal",15,"Dim.3","greater","Unrestored","F606-1","F606-1-37-2","606Fast37","Rhaegal.37.3",606,"Fast","37","Specialist",-0.0558783719772193,0.571756049863709,-0.614477194240347,-0.126107841596486,-0.096716306355268,"F606-1"
"439",55,"F606-1",0.253915013010838,0.10520114040405,"equal",15,"Dim.3","greater","Unrestored","F606-1","F606-1-43","606Fast43","Rhaegal.43.1",606,"Fast","43","Specialist",1.31307422717377,-0.0852513977294354,0.373168952495607,-0.375979874370477,-0.155003567010955,"F606-1"
"440",55,"F606-1",0.253915013010838,0.10520114040405,"equal",15,"Dim.3","greater","Unrestored","F606-1","F606-1-43-1","606Fast43","Rhaegal.43.2",606,"Fast","43","Specialist",1.29130907149449,-0.0298966213739072,0.822053911019357,-0.920249123906278,-0.196705179920668,"F606-1"
"441",55,"F606-1",0.253915013010838,0.10520114040405,"equal",15,"Dim.3","greater","Unrestored","F606-1","F606-1-43-2","606Fast43","Rhaegal.43.3",606,"Fast","43","Specialist",1.27451915993796,0.203849050614361,1.08436567431889,-0.408418853773088,-0.0719555032715767,"F606-1"
"442",56,"F606-2",0.230887740167398,0.264912485672715,"equal",15,"Dim.3","greater","Uninformative","F606-2","F606-2-15","606Fast15","Dayne.15.1",606,"Fast","15","Generalist",-1.74001013644022,-0.26578716461558,0.230887740167398,-0.295458563957456,0.0946498952009796,"F606-2"
"443",56,"F606-2",0.230887740167398,0.264912485672715,"equal",15,"Dim.3","greater","Uninformative","F606-2","F606-2-15-1","606Fast15","Dayne.15.2",606,"Fast","15","Generalist",-1.77757808991991,0.052407685997979,0.681392340913455,-0.317620799428671,0.0110103597719084,"F606-2"
"444",56,"F606-2",0.230887740167398,0.264912485672715,"equal",15,"Dim.3","greater","Uninformative","F606-2","F606-2-15-2","606Fast15","Dayne.15.3",606,"Fast","15","Generalist",-1.72758966617273,-0.788181203892891,-0.264726385426102,-0.1778446035264,-0.129139561281107,"F606-2"
"445",56,"F606-2",0.230887740167398,0.264912485672715,"equal",15,"Dim.3","greater","Uninformative","F606-2","F606-2-37","606Fast37","Dayne.37.1",606,"Fast","37","Generalist",0.155924957212248,0.788057416642834,-0.531388980038871,0.218490490157939,0.0824013959473512,"F606-2"
"446",56,"F606-2",0.230887740167398,0.264912485672715,"equal",15,"Dim.3","greater","Uninformative","F606-2","F606-2-37-1","606Fast37","Dayne.37.2",606,"Fast","37","Generalist",0.048947781403874,0.898907257018636,-0.530133270264028,0.166838277660485,0.105114085751944,"F606-2"
"447",56,"F606-2",0.230887740167398,0.264912485672715,"equal",15,"Dim.3","greater","Uninformative","F606-2","F606-2-37-2","606Fast37","Dayne.37.3",606,"Fast","37","Generalist",-0.181592795007144,1.04438903992821,-0.674225331824859,-0.0594217001059627,0.4450215619295,"F606-2"
"448",56,"F606-2",0.230887740167398,0.264912485672715,"equal",15,"Dim.3","greater","Uninformative","F606-2","F606-2-43","606Fast43","Dayne.43.1",606,"Fast","43","Generalist",1.39913609783495,0.978396046084953,1.42401932367294,0.411279453922147,0.102306882495478,"F606-2"
"449",56,"F606-2",0.230887740167398,0.264912485672715,"equal",15,"Dim.3","greater","Uninformative","F606-2","F606-2-43-1","606Fast43","Dayne.43.2",606,"Fast","43","Generalist",1.54133437781603,0.542347976901979,1.22015572639133,0.336657637056127,-0.103534191773242,"F606-2"
"450",56,"F606-2",0.230887740167398,0.264912485672715,"equal",15,"Dim.3","greater","Uninformative","F606-2","F606-2-43-2","606Fast43","Dayne.43.3",606,"Fast","43","Generalist",1.42529769030235,0.946589552665937,1.39026942925532,0.241363580023681,0.026030160077616,"F606-2"
"451",57,"F606-3",0.250728701753718,0.109528959939652,"equal",15,"Dim.3","greater","Unrestored","F606-3","F606-3-15","606Fast15","Nymeria.15.1",606,"Fast","15","Specialist",-1.80732446047762,-0.511101323754593,-0.00627635588750519,-0.139227346916296,0.0395090224062013,"F606-3"
"452",57,"F606-3",0.250728701753718,0.109528959939652,"equal",15,"Dim.3","greater","Unrestored","F606-3","F606-3-15-1","606Fast15","Nymeria.15.2",606,"Fast","15","Specialist",-1.73760196884474,-0.0405092938683891,0.470609835732329,-0.157076021321838,0.118932132146675,"F606-3"
"453",57,"F606-3",0.250728701753718,0.109528959939652,"equal",15,"Dim.3","greater","Unrestored","F606-3","F606-3-15-2","606Fast15","Nymeria.15.3",606,"Fast","15","Specialist",-1.83887246532091,-0.358654612494278,0.250728701753718,-0.203001814720641,0.140214865092389,"F606-3"
"454",57,"F606-3",0.250728701753718,0.109528959939652,"equal",15,"Dim.3","greater","Unrestored","F606-3","F606-3-37","606Fast37","Nymeria.37.1",606,"Fast","37","Specialist",0.211012992376948,-0.0326031025335589,-1.46366638093088,-0.19226918163952,0.0519702449668625,"F606-3"
"455",57,"F606-3",0.250728701753718,0.109528959939652,"equal",15,"Dim.3","greater","Unrestored","F606-3","F606-3-37-1","606Fast37","Nymeria.37.2",606,"Fast","37","Specialist",0.373863096358998,0.143429823351589,-1.29895916043322,-0.182495883224282,0.0534326197296237,"F606-3"
"456",57,"F606-3",0.250728701753718,0.109528959939652,"equal",15,"Dim.3","greater","Unrestored","F606-3","F606-3-37-2","606Fast37","Nymeria.37.3",606,"Fast","37","Specialist",0.305296081442001,0.186949344194028,-1.26957238463301,0.0119529360111539,0.0970607278371038,"F606-3"
"457",57,"F606-3",0.250728701753718,0.109528959939652,"equal",15,"Dim.3","greater","Unrestored","F606-3","F606-3-43","606Fast43","Nymeria.43.1",606,"Fast","43","Specialist",0.832934491175242,1.08680385151717,1.08680553286297,0.492435028117031,0.569191662837674,"F606-3"
"458",57,"F606-3",0.250728701753718,0.109528959939652,"equal",15,"Dim.3","greater","Unrestored","F606-3","F606-3-43-1","606Fast43","Nymeria.43.2",606,"Fast","43","Specialist",0.719976571350332,1.13915154091118,0.505423961099574,0.480996110992181,1.3959997426284,"F606-3"
"459",57,"F606-3",0.250728701753718,0.109528959939652,"equal",15,"Dim.3","greater","Unrestored","F606-3","F606-3-43-2","606Fast43","Nymeria.43.3",606,"Fast","43","Specialist",0.861495594765642,1.0317453643349,0.755386336578922,-0.0935600905974571,0.277495499587781,"F606-3"
"460",58,"F606-4",0.428682510262851,0.0376232558737157,"greater",15,"Dim.3","greater","Reinforced","F606-4","F606-4-15","606Fast15","Stannis.15.1",606,"Fast","15","Generalist",-1.82684516165184,-0.810290871014108,0.141913539145012,-0.204980452095239,0.251230272086482,"F606-4"
"461",58,"F606-4",0.428682510262851,0.0376232558737157,"greater",15,"Dim.3","greater","Reinforced","F606-4","F606-4-15-1","606Fast15","Stannis.15.2",606,"Fast","15","Generalist",-1.87850840335918,-0.408584576800559,0.428682510262851,-0.159096717068024,0.193429858024734,"F606-4"
"462",58,"F606-4",0.428682510262851,0.0376232558737157,"greater",15,"Dim.3","greater","Reinforced","F606-4","F606-4-15-2","606Fast15","Stannis.15.3",606,"Fast","15","Generalist",-1.77949644157389,-0.217488282788742,0.52046979374511,-0.0208254486504585,0.110436265722668,"F606-4"
"463",58,"F606-4",0.428682510262851,0.0376232558737157,"greater",15,"Dim.3","greater","Reinforced","F606-4","F606-4-37","606Fast37","Stannis.37.1",606,"Fast","37","Generalist",0.139030865232359,0.30260521456075,-0.874188611724739,0.0587633443366154,0.100143495179117,"F606-4"
"464",58,"F606-4",0.428682510262851,0.0376232558737157,"greater",15,"Dim.3","greater","Reinforced","F606-4","F606-4-37-1","606Fast37","Stannis.37.2",606,"Fast","37","Generalist",0.0262274882649145,0.72436453322846,-0.356083375214348,-0.104128698891572,0.0965231822041671,"F606-4"
"465",58,"F606-4",0.428682510262851,0.0376232558737157,"greater",15,"Dim.3","greater","Reinforced","F606-4","F606-4-37-2","606Fast37","Stannis.37.3",606,"Fast","37","Generalist",0.270998313422932,0.685985982999181,-0.399531346785915,-0.00343500850231464,0.157899622187937,"F606-4"
"466",58,"F606-4",0.428682510262851,0.0376232558737157,"greater",15,"Dim.3","greater","Reinforced","F606-4","F606-4-43","606Fast43","Stannis.43.1",606,"Fast","43","Generalist",1.42555037045129,-0.311842600683772,0.255506426534983,0.0762127865351102,-0.220646939046639,"F606-4"
"467",58,"F606-4",0.428682510262851,0.0376232558737157,"greater",15,"Dim.3","greater","Reinforced","F606-4","F606-4-43-1","606Fast43","Stannis.43.2",606,"Fast","43","Generalist",1.54427730332497,-0.319119134539873,0.000911346487669173,-0.282551855486732,-0.391895253037242,"F606-4"
"468",58,"F606-4",0.428682510262851,0.0376232558737157,"greater",15,"Dim.3","greater","Reinforced","F606-4","F606-4-43-2","606Fast43","Stannis.43.3",606,"Fast","43","Generalist",1.68740366260245,-0.45533649367042,-0.0956716842847913,-0.214668824038687,-0.205958826785153,"F606-4"
"469",59,"F607-1",0.310956459718976,0.778838237870728,"equal",15,"Dim.3","greater","Unrestored","F607-1","F607-1-15","607Fast15","Viserion.15.1",607,"Fast","15","Generalist",-1.42140236102669,0.0747800515726204,0.310956459718976,0.461824542882896,-0.196397549251428,"F607-1"
"470",59,"F607-1",0.310956459718976,0.778838237870728,"equal",15,"Dim.3","greater","Unrestored","F607-1","F607-1-15-1","607Fast15","Viserion.15.2",607,"Fast","15","Generalist",-1.53326373942489,0.112577158333664,0.354829351447073,0.414506718252726,-0.283091470920337,"F607-1"
"471",59,"F607-1",0.310956459718976,0.778838237870728,"equal",15,"Dim.3","greater","Unrestored","F607-1","F607-1-15-2","607Fast15","Viserion.15.3",607,"Fast","15","Generalist",-1.26166499664411,-0.00822072594896351,0.251534892578516,0.594960619058769,-0.228991708353124,"F607-1"
"472",59,"F607-1",0.310956459718976,0.778838237870728,"equal",15,"Dim.3","greater","Unrestored","F607-1","F607-1-37","607Fast37","Viserion.37.1",607,"Fast","37","Generalist",-0.0464223834379675,0.268716079419771,-0.498551030813573,-0.160509884909996,-0.196606375073209,"F607-1"
"473",59,"F607-1",0.310956459718976,0.778838237870728,"equal",15,"Dim.3","greater","Unrestored","F607-1","F607-1-37-1","607Fast37","Viserion.37.2",607,"Fast","37","Generalist",0.225954421059083,0.317219540799481,-0.618512709167251,0.0853230355946636,-0.0353142552242538,"F607-1"
"474",59,"F607-1",0.310956459718976,0.778838237870728,"equal",15,"Dim.3","greater","Unrestored","F607-1","F607-1-37-2","607Fast37","Viserion.37.3",607,"Fast","37","Generalist",0.0545702605880214,0.244646059784844,-0.624323691340131,-0.0858075934640918,-0.0991103826390264,"F607-1"
"475",59,"F607-1",0.310956459718976,0.778838237870728,"equal",15,"Dim.3","greater","Unrestored","F607-1","F607-1-43","607Fast43","Viserion.43.1",607,"Fast","43","Generalist",1.44736481059158,-0.652769098114752,0.205251412190191,-0.881231319029301,-0.467499030081069,"F607-1"
"476",59,"F607-1",0.310956459718976,0.778838237870728,"equal",15,"Dim.3","greater","Unrestored","F607-1","F607-1-43-1","607Fast43","Viserion.43.2",607,"Fast","43","Generalist",1.1718225819264,-0.373250744447297,0.571211783377386,-0.35602387218007,-0.328488859779288,"F607-1"
"477",59,"F607-1",0.310956459718976,0.778838237870728,"equal",15,"Dim.3","greater","Unrestored","F607-1","F607-1-43-2","607Fast43","Viserion.43.3",607,"Fast","43","Generalist",1.30111964777813,-1.05529502387988,0.308160930718589,0.200208583391599,-0.333898542386587,"F607-1"
"478",60,"F607-2",-0.0438065962207334,0.00224710878113236,"less",15,"Dim.3","greater","Restored","F607-2","F607-2-15","607Fast15","Greywind.15.1",607,"Fast","15","Generalist",-1.36588237417173,-0.567759219316817,-0.0409466033062404,0.225133039151031,-0.173204246427838,"F607-2"
"479",60,"F607-2",-0.0438065962207334,0.00224710878113236,"less",15,"Dim.3","greater","Restored","F607-2","F607-2-15-1","607Fast15","Greywind.15.2",607,"Fast","15","Generalist",-1.37810109871445,-0.671013156673838,-0.0974850781276245,0.289769867506916,-0.182703772776585,"F607-2"
"480",60,"F607-2",-0.0438065962207334,0.00224710878113236,"less",15,"Dim.3","greater","Restored","F607-2","F607-2-15-2","607Fast15","Greywind.15.3",607,"Fast","15","Generalist",-1.36315696150788,-0.639110346103447,-0.0438065962207334,0.233902337002151,-0.0999588595803415,"F607-2"
"481",60,"F607-2",-0.0438065962207334,0.00224710878113236,"less",15,"Dim.3","greater","Restored","F607-2","F607-2-37","607Fast37","Greywind.37.1",607,"Fast","37","Generalist",0.0224235426363083,0.490111417719675,-0.542409703006257,-0.186546842248451,-0.105899127096408,"F607-2"
"482",60,"F607-2",-0.0438065962207334,0.00224710878113236,"less",15,"Dim.3","greater","Restored","F607-2","F607-2-37-1","607Fast37","Greywind.37.2",607,"Fast","37","Generalist",0.206043571361409,0.64975169743704,-0.485566299679205,-0.0710591312943159,-0.0223967800382379,"F607-2"
"483",60,"F607-2",-0.0438065962207334,0.00224710878113236,"less",15,"Dim.3","greater","Restored","F607-2","F607-2-37-2","607Fast37","Greywind.37.3",607,"Fast","37","Generalist",0.314008153381782,0.961826958443706,-0.189782206962831,0.0255597758910217,-0.0513186116005492,"F607-2"
"484",60,"F607-2",-0.0438065962207334,0.00224710878113236,"less",15,"Dim.3","greater","Restored","F607-2","F607-2-43","607Fast43","Greywind.43.1",607,"Fast","43","Generalist",0.913694480314016,-0.438481556597225,0.283421946616004,-0.263779321803174,0.0967659539493654,"F607-2"
"485",60,"F607-2",-0.0438065962207334,0.00224710878113236,"less",15,"Dim.3","greater","Restored","F607-2","F607-2-43-1","607Fast43","Greywind.43.2",607,"Fast","43","Generalist",1.37474486381843,-0.791579150020846,-0.274370830788335,-1.99949284060314,-0.425208948892778,"F607-2"
"486",60,"F607-2",-0.0438065962207334,0.00224710878113236,"less",15,"Dim.3","greater","Restored","F607-2","F607-2-43-2","607Fast43","Greywind.43.3",607,"Fast","43","Generalist",0.797907779340483,-0.685944290235467,0.126328888268681,-0.249768813587491,0.350680541452918,"F607-2"
"487",61,"F607-3",0.239821606379544,0.726238055854747,"equal",15,"Dim.3","greater","Unrestored","F607-3","F607-3-15","607Fast15","Lady.15.1",607,"Fast","15","Generalist",-1.21934974143391,-0.0349104009362215,0.198775100063327,0.0458340252524428,-0.26539704150553,"F607-3"
"488",61,"F607-3",0.239821606379544,0.726238055854747,"equal",15,"Dim.3","greater","Unrestored","F607-3","F607-3-15-1","607Fast15","Lady.15.2",607,"Fast","15","Generalist",-1.14263640254616,-0.00607941269761014,0.239821606379544,0.277546333724867,-0.222688675868356,"F607-3"
"489",61,"F607-3",0.239821606379544,0.726238055854747,"equal",15,"Dim.3","greater","Unrestored","F607-3","F607-3-15-2","607Fast15","Lady.15.3",607,"Fast","15","Generalist",-1.0321073079474,0.206011078590279,0.515415834365949,0.278739763822851,-0.259327161669844,"F607-3"
"490",61,"F607-3",0.239821606379544,0.726238055854747,"equal",15,"Dim.3","greater","Unrestored","F607-3","F607-3-37","607Fast37","Lady.37.1",607,"Fast","37","Generalist",-0.0061020689367567,0.387326098984703,-0.437713586745826,-0.228271741209095,0.120884624394582,"F607-3"
"491",61,"F607-3",0.239821606379544,0.726238055854747,"equal",15,"Dim.3","greater","Unrestored","F607-3","F607-3-37-1","607Fast37","Lady.37.2",607,"Fast","37","Generalist",0.040645347137087,0.307637824738287,-0.52226023437649,-0.223420087808817,0.0346285895091873,"F607-3"
"492",61,"F607-3",0.239821606379544,0.726238055854747,"equal",15,"Dim.3","greater","Unrestored","F607-3","F607-3-37-2","607Fast37","Lady.37.3",607,"Fast","37","Generalist",0.148431709209884,0.152368182988436,-0.749033282226048,-0.067397630934609,0.103042415490138,"F607-3"
"493",61,"F607-3",0.239821606379544,0.726238055854747,"equal",15,"Dim.3","greater","Unrestored","F607-3","F607-3-43","607Fast43","Lady.43.1",607,"Fast","43","Generalist",0.775074640831211,-0.803594335706525,0.203070815916454,0.028343516170135,0.0221011115392672,"F607-3"
"494",61,"F607-3",0.239821606379544,0.726238055854747,"equal",15,"Dim.3","greater","Unrestored","F607-3","F607-3-43-1","607Fast43","Lady.43.2",607,"Fast","43","Generalist",1.45419598321434,-2.04990576007507,-1.15314671168191,-0.209893344548172,-0.156256966504517,"F607-3"
"495",61,"F607-3",0.239821606379544,0.726238055854747,"equal",15,"Dim.3","greater","Unrestored","F607-3","F607-3-43-2","607Fast43","Lady.43.3",607,"Fast","43","Generalist",1.10513421259517,-1.23765809847003,-0.310963440077541,0.167400499250945,0.10508326594811,"F607-3"
"496",62,"F607-4",0.0198648914763163,0.0389629207779876,"less",15,"Dim.3","greater","Restored","F607-4","F607-4-15","607Fast15","Bloodraven.15.1",607,"Fast","15","Specialist",-1.47375210985849,-0.348147515661489,0.0198648914763163,0.201850834223811,-0.360862382584513,"F607-4"
"497",62,"F607-4",0.0198648914763163,0.0389629207779876,"less",15,"Dim.3","greater","Restored","F607-4","F607-4-15-1","607Fast15","Bloodraven.15.2",607,"Fast","15","Specialist",-1.29322963141834,-0.221254618305957,0.0951213340384133,0.287952121276089,-0.290576212141312,"F607-4"
"498",62,"F607-4",0.0198648914763163,0.0389629207779876,"less",15,"Dim.3","greater","Restored","F607-4","F607-4-15-2","607Fast15","Bloodraven.15.3",607,"Fast","15","Specialist",-1.04287846653168,-0.370937709485155,-0.147703918120938,0.403685588107441,-0.358676905933478,"F607-4"
"499",62,"F607-4",0.0198648914763163,0.0389629207779876,"less",15,"Dim.3","greater","Restored","F607-4","F607-4-37","607Fast37","Bloodraven.37.1",607,"Fast","37","Specialist",0.0591632554996619,0.52659636207953,-0.481953115176084,-0.175365688868425,0.286582479571634,"F607-4"
"500",62,"F607-4",0.0198648914763163,0.0389629207779876,"less",15,"Dim.3","greater","Restored","F607-4","F607-4-37-1","607Fast37","Bloodraven.37.2",607,"Fast","37","Specialist",0.409230950028367,0.249689473067296,-0.925446527555422,-0.225854146031035,0.241923287295365,"F607-4"
"501",62,"F607-4",0.0198648914763163,0.0389629207779876,"less",15,"Dim.3","greater","Restored","F607-4","F607-4-37-2","607Fast37","Bloodraven.37.3",607,"Fast","37","Specialist",0.432493828978391,0.609073573463577,-0.395340412419387,-0.0381378493354792,0.310931496551924,"F607-4"
